Timestamp,Symbol,Current_Price,Action_Pred,Method,Expected_Move,Next_Price_Real,Result_Verified,Profit_Loss_Pct
2025-12-14 18:37:28,PEPEUSDT,4.31e-06,BUY,ReMem-Only,UP,4.31e-06,WRONG,0.0000%
2025-12-14 18:38:29,BTCUSDT,89891.8,HOLD,ReMem-Only,FLAT,89885.47,NEUTRAL,-0.0070%
2025-12-14 18:38:29,ETHUSDT,3105.06,HOLD,ReMem-Only,FLAT,3104.7,NEUTRAL,-0.0116%
2025-12-14 18:38:29,BNBUSDT,891.98,BUY,ReMem-Only,UP,891.95,WRONG,-0.0034%
2025-12-14 18:38:29,SOLUSDT,131.75,SELL,ReMem-Only,DOWN,131.73,CORRECT,-0.0152%
2025-12-14 18:38:29,PEPEUSDT,4.31e-06,SELL,ReMem-Only,DOWN,4.31e-06,WRONG,0.0000%
2025-12-14 18:39:29,BTCUSDT,89885.47,BUY,ReMem-Only,UP,89898.9,CORRECT,0.0149%
2025-12-14 18:39:29,ETHUSDT,3104.7,HOLD,ReMem-Only,FLAT,3102.84,NEUTRAL,-0.0599%
2025-12-14 18:39:29,BNBUSDT,891.95,SELL,ReMem-Only,DOWN,891.95,WRONG,0.0000%
2025-12-14 18:39:29,SOLUSDT,131.73,SELL,ReMem-Only,DOWN,131.71,CORRECT,-0.0152%
2025-12-14 18:39:29,PEPEUSDT,4.31e-06,SELL,ReMem-Only,DOWN,4.31e-06,WRONG,0.0000%
2025-12-14 18:40:30,BTCUSDT,89898.9,SELL,ReMem-Only,DOWN,89890.13,CORRECT,-0.0098%
2025-12-14 18:40:30,ETHUSDT,3102.84,BUY,ReMem-Only,UP,3103.85,CORRECT,0.0326%
2025-12-14 18:40:30,BNBUSDT,891.95,HOLD,ReMem-Only,FLAT,891.94,NEUTRAL,-0.0011%
2025-12-14 18:40:30,SOLUSDT,131.71,HOLD,ReMem-Only,FLAT,131.69,NEUTRAL,-0.0152%
2025-12-14 18:40:30,PEPEUSDT,4.31e-06,SELL,ReMem-Only,DOWN,4.31e-06,WRONG,0.0000%
2025-12-14 18:41:31,BTCUSDT,89890.83,BUY,ReMem-Only,UP,89902.7,CORRECT,0.0132%
2025-12-14 18:41:31,ETHUSDT,3103.85,SELL,ReMem-Only,DOWN,3104.09,WRONG,0.0077%
2025-12-14 18:41:31,BNBUSDT,891.94,HOLD,ReMem-Only,FLAT,892.15,NEUTRAL,0.0235%
2025-12-14 18:41:31,SOLUSDT,131.69,HOLD,ReMem-Only,FLAT,131.75,NEUTRAL,0.0456%
2025-12-14 18:41:31,PEPEUSDT,4.31e-06,SELL,ReMem-Only,DOWN,4.32e-06,WRONG,0.2320%
2025-12-14 18:42:32,BTCUSDT,89905.27,BUY,ReMem-Only,UP,89922.89,CORRECT,0.0196%
2025-12-14 18:42:32,ETHUSDT,3104.09,HOLD,ReMem-Only,FLAT,3105.45,NEUTRAL,0.0438%
2025-12-14 18:42:32,BNBUSDT,892.15,SELL,ReMem-Only,DOWN,892.46,WRONG,0.0347%
2025-12-14 18:42:32,SOLUSDT,131.75,BUY,ReMem-Only,UP,131.78,CORRECT,0.0228%
2025-12-14 18:42:32,PEPEUSDT,4.32e-06,SELL,ReMem-Only,DOWN,4.31e-06,CORRECT,-0.2315%
2025-12-14 18:43:33,BTCUSDT,89922.89,SELL,ReMem-Only,DOWN,89922.86,CORRECT,-0.0000%
2025-12-14 18:43:33,ETHUSDT,3105.45,SELL,ReMem-Only,DOWN,3105.44,CORRECT,-0.0003%
2025-12-14 18:43:33,BNBUSDT,892.46,BUY,ReMem-Only,UP,892.46,WRONG,0.0000%
2025-12-14 18:43:33,SOLUSDT,131.78,SELL,ReMem-Only,DOWN,131.84,WRONG,0.0455%
2025-12-14 18:43:33,PEPEUSDT,4.31e-06,BUY,ReMem-Only,UP,4.32e-06,CORRECT,0.2320%
2025-12-14 18:44:34,BTCUSDT,89922.85,BUY,ReMem-Only,UP,89922.85,WRONG,0.0000%
2025-12-14 18:44:34,ETHUSDT,3105.44,BUY,ReMem-Only,UP,3106.37,CORRECT,0.0299%
2025-12-14 18:44:34,BNBUSDT,892.45,BUY,ReMem-Only,UP,892.75,CORRECT,0.0336%
2025-12-14 18:44:34,SOLUSDT,131.84,SELL,ReMem-Only,DOWN,131.89,WRONG,0.0379%
2025-12-14 18:44:34,PEPEUSDT,4.32e-06,BUY,ReMem-Only,UP,4.32e-06,WRONG,0.0000%
2025-12-14 18:45:36,BTCUSDT,89922.86,SELL,ReMem-Only,DOWN,89861.84,CORRECT,-0.0679%
2025-12-14 18:45:36,ETHUSDT,3106.37,BUY,ReMem-Only,UP,3105.19,WRONG,-0.0380%
2025-12-14 18:45:36,BNBUSDT,892.75,SELL,ReMem-Only,DOWN,892.88,WRONG,0.0146%
2025-12-14 18:45:36,SOLUSDT,131.89,BUY,ReMem-Only,UP,131.79,WRONG,-0.0758%
2025-12-14 18:45:36,PEPEUSDT,4.32e-06,HOLD,ReMem-Only,FLAT,4.31e-06,NEUTRAL,-0.2315%
2025-12-14 18:46:37,BTCUSDT,89861.84,HOLD,ReMem-Only,FLAT,89906.77,NEUTRAL,0.0500%
2025-12-14 18:46:37,ETHUSDT,3105.19,SELL,ReMem-Only,DOWN,3106.34,WRONG,0.0370%
2025-12-14 18:46:37,BNBUSDT,892.88,SELL,ReMem-Only,DOWN,892.94,WRONG,0.0067%
2025-12-14 18:46:37,SOLUSDT,131.79,SELL,ReMem-Only,DOWN,131.86,WRONG,0.0531%
2025-12-14 18:46:37,PEPEUSDT,4.31e-06,BUY,ReMem-Only,UP,4.32e-06,CORRECT,0.2320%
2025-12-14 18:47:38,BTCUSDT,89906.77,BUY,ReMem-Only,UP,89916.84,CORRECT,0.0112%
2025-12-14 18:47:38,ETHUSDT,3106.34,BUY,ReMem-Only,UP,3106.87,CORRECT,0.0171%
2025-12-14 18:47:38,BNBUSDT,892.94,SELL,ReMem-Only,DOWN,893.68,WRONG,0.0829%
2025-12-14 18:47:38,SOLUSDT,131.86,HOLD,ReMem-Only,FLAT,131.96,NEUTRAL,0.0758%
2025-12-14 18:47:38,PEPEUSDT,4.32e-06,HOLD,ReMem-Only,FLAT,4.32e-06,NEUTRAL,0.0000%
2025-12-14 18:48:39,BTCUSDT,89916.84,BUY,ReMem-Only,UP,89838.55,WRONG,-0.0871%
2025-12-14 18:48:39,ETHUSDT,3106.87,BUY,ReMem-Only,UP,3104.31,WRONG,-0.0824%
2025-12-14 18:48:39,BNBUSDT,893.68,SELL,ReMem-Only,DOWN,893.2,CORRECT,-0.0537%
2025-12-14 18:48:39,SOLUSDT,131.96,HOLD,ReMem-Only,FLAT,131.8,NEUTRAL,-0.1212%
2025-12-14 18:48:39,PEPEUSDT,4.32e-06,BUY,ReMem-Only,UP,4.31e-06,WRONG,-0.2315%
2025-12-14 18:49:40,BTCUSDT,89838.55,HOLD,ReMem-Only,FLAT,89842.5,NEUTRAL,0.0044%
2025-12-14 18:49:40,ETHUSDT,3104.31,HOLD,ReMem-Only,FLAT,3104.69,NEUTRAL,0.0122%
2025-12-14 18:49:40,BNBUSDT,893.2,SELL,ReMem-Only,DOWN,893.32,WRONG,0.0134%
2025-12-14 18:49:40,SOLUSDT,131.81,HOLD,ReMem-Only,FLAT,131.8,NEUTRAL,-0.0076%
2025-12-14 18:49:40,PEPEUSDT,4.31e-06,SELL,ReMem-Only,DOWN,4.32e-06,WRONG,0.2320%
2025-12-14 18:50:41,BTCUSDT,89842.5,BUY,ReMem-Only,UP,89859.47,CORRECT,0.0189%
2025-12-14 18:50:41,ETHUSDT,3104.7,HOLD,ReMem-Only,FLAT,3106.87,NEUTRAL,0.0699%
2025-12-14 18:50:41,BNBUSDT,893.32,BUY,ReMem-Only,UP,893.69,CORRECT,0.0414%
2025-12-14 18:50:41,SOLUSDT,131.8,SELL,ReMem-Only,DOWN,131.86,WRONG,0.0455%
2025-12-14 18:50:41,PEPEUSDT,4.32e-06,HOLD,ReMem-Only,FLAT,4.32e-06,NEUTRAL,0.0000%
2025-12-14 18:51:42,BTCUSDT,89859.47,SELL,ReMem-Only,DOWN,89859.2,CORRECT,-0.0003%
2025-12-14 18:51:42,ETHUSDT,3106.87,SELL,ReMem-Only,DOWN,3107.82,WRONG,0.0306%
2025-12-14 18:51:42,BNBUSDT,893.69,HOLD,ReMem-Only,FLAT,893.87,NEUTRAL,0.0201%
2025-12-14 18:51:42,SOLUSDT,131.86,SELL,ReMem-Only,DOWN,131.85,CORRECT,-0.0076%
2025-12-14 18:51:42,PEPEUSDT,4.32e-06,SELL,ReMem-Only,DOWN,4.32e-06,WRONG,0.0000%
2025-12-14 18:52:42,BTCUSDT,89859.2,HOLD,ReMem-Only,FLAT,89865.45,NEUTRAL,0.0070%
2025-12-14 18:52:42,ETHUSDT,3107.82,HOLD,ReMem-Only,FLAT,3107.44,NEUTRAL,-0.0122%
2025-12-14 18:52:42,BNBUSDT,893.88,HOLD,ReMem-Only,FLAT,893.79,NEUTRAL,-0.0101%
2025-12-14 18:52:42,SOLUSDT,131.85,BUY,ReMem-Only,UP,131.84,WRONG,-0.0076%
2025-12-14 18:52:42,PEPEUSDT,4.32e-06,SELL,ReMem-Only,DOWN,4.32e-06,WRONG,0.0000%
2025-12-14 18:53:43,BTCUSDT,89865.45,SELL,ReMem-Only,DOWN,89865.44,CORRECT,-0.0000%
2025-12-14 18:53:43,ETHUSDT,3107.44,HOLD,ReMem-Only,FLAT,3107.43,NEUTRAL,-0.0003%
2025-12-14 18:53:43,BNBUSDT,893.79,HOLD,ReMem-Only,FLAT,893.2,NEUTRAL,-0.0660%
2025-12-14 18:53:43,SOLUSDT,131.84,BUY,ReMem-Only,UP,131.84,WRONG,0.0000%
2025-12-14 18:53:43,PEPEUSDT,4.32e-06,SELL,ReMem-Only,DOWN,4.31e-06,CORRECT,-0.2315%
2025-12-14 18:54:44,BTCUSDT,89865.45,SELL,ReMem-Only,DOWN,89835.81,CORRECT,-0.0330%
2025-12-14 18:54:44,ETHUSDT,3107.43,HOLD,ReMem-Only,FLAT,3107.0,NEUTRAL,-0.0138%
2025-12-14 18:54:44,BNBUSDT,893.2,HOLD,ReMem-Only,FLAT,892.9,NEUTRAL,-0.0336%
2025-12-14 18:54:44,SOLUSDT,131.84,BUY,ReMem-Only,UP,131.71,WRONG,-0.0986%
2025-12-14 18:54:44,PEPEUSDT,4.31e-06,HOLD,ReMem-Only,FLAT,4.32e-06,NEUTRAL,0.2320%
2025-12-14 18:55:46,BTCUSDT,89835.81,HOLD,ReMem-Only,FLAT,89843.7,NEUTRAL,0.0088%
2025-12-14 18:55:46,ETHUSDT,3107.0,SELL,ReMem-Only,DOWN,3107.5,WRONG,0.0161%
2025-12-14 18:55:46,BNBUSDT,892.89,HOLD,ReMem-Only,FLAT,892.94,NEUTRAL,0.0056%
2025-12-14 18:55:46,SOLUSDT,131.71,HOLD,ReMem-Only,FLAT,131.69,NEUTRAL,-0.0152%
2025-12-14 18:55:46,PEPEUSDT,4.32e-06,BUY,ReMem-Only,UP,4.31e-06,WRONG,-0.2315%
2025-12-14 18:56:47,BTCUSDT,89843.7,BUY,ReMem-Only,UP,89845.52,CORRECT,0.0020%
2025-12-14 18:56:47,ETHUSDT,3107.5,BUY,ReMem-Only,UP,3107.71,CORRECT,0.0068%
2025-12-14 18:56:47,BNBUSDT,892.94,BUY,ReMem-Only,UP,892.84,WRONG,-0.0112%
2025-12-14 18:56:47,SOLUSDT,131.69,SELL,ReMem-Only,DOWN,131.75,WRONG,0.0456%
2025-12-14 18:56:47,PEPEUSDT,4.31e-06,SELL,ReMem-Only,DOWN,4.32e-06,WRONG,0.2320%
2025-12-14 18:57:48,BTCUSDT,89845.52,SELL,ReMem-Only,DOWN,89841.04,CORRECT,-0.0050%
2025-12-14 18:57:48,ETHUSDT,3107.71,HOLD,ReMem-Only,FLAT,3107.24,NEUTRAL,-0.0151%
2025-12-14 18:57:48,BNBUSDT,892.84,HOLD,ReMem-Only,FLAT,893.1,NEUTRAL,0.0291%
2025-12-14 18:57:48,SOLUSDT,131.74,BUY,ReMem-Only,UP,131.76,CORRECT,0.0152%
2025-12-14 18:57:48,PEPEUSDT,4.32e-06,SELL,ReMem-Only,DOWN,4.32e-06,WRONG,0.0000%
2025-12-14 18:58:49,BTCUSDT,89841.04,HOLD,ReMem-Only,FLAT,89853.7,NEUTRAL,0.0141%
2025-12-14 18:58:49,ETHUSDT,3107.24,BUY,ReMem-Only,UP,3107.57,CORRECT,0.0106%
2025-12-14 18:58:49,BNBUSDT,893.1,SELL,ReMem-Only,DOWN,893.09,CORRECT,-0.0011%
2025-12-14 18:58:49,SOLUSDT,131.77,BUY,ReMem-Only,UP,131.79,CORRECT,0.0152%
2025-12-14 18:58:49,PEPEUSDT,4.32e-06,SELL,ReMem-Only,DOWN,4.31e-06,CORRECT,-0.2315%
2025-12-14 18:59:50,BTCUSDT,89853.7,BUY,ReMem-Only,UP,89825.77,WRONG,-0.0311%
2025-12-14 18:59:50,ETHUSDT,3107.57,HOLD,ReMem-Only,FLAT,3105.37,NEUTRAL,-0.0708%
2025-12-14 18:59:50,BNBUSDT,893.09,HOLD,ReMem-Only,FLAT,892.58,NEUTRAL,-0.0571%
2025-12-14 18:59:50,SOLUSDT,131.79,SELL,ReMem-Only,DOWN,131.71,CORRECT,-0.0607%
2025-12-14 18:59:50,PEPEUSDT,4.31e-06,HOLD,ReMem-Only,FLAT,4.3e-06,NEUTRAL,-0.2320%
2025-12-14 19:00:51,BTCUSDT,89825.77,HOLD,ReMem-Only,FLAT,89800.01,NEUTRAL,-0.0287%
2025-12-14 19:00:51,ETHUSDT,3105.37,HOLD,ReMem-Only,FLAT,3106.17,NEUTRAL,0.0258%
2025-12-14 19:00:51,BNBUSDT,892.58,SELL,ReMem-Only,DOWN,892.75,WRONG,0.0190%
2025-12-14 19:00:51,SOLUSDT,131.71,BUY,ReMem-Only,UP,131.73,CORRECT,0.0152%
2025-12-14 19:00:51,PEPEUSDT,4.3e-06,HOLD,ReMem-Only,FLAT,4.31e-06,NEUTRAL,0.2326%
2025-12-14 19:01:52,BTCUSDT,89800.01,BUY,ReMem-Only,UP,89801.96,CORRECT,0.0022%
2025-12-14 19:01:52,ETHUSDT,3106.17,SELL,ReMem-Only,DOWN,3106.32,WRONG,0.0048%
2025-12-14 19:01:52,BNBUSDT,892.76,HOLD,ReMem-Only,FLAT,892.89,NEUTRAL,0.0146%
2025-12-14 19:01:52,SOLUSDT,131.74,SELL,ReMem-Only,DOWN,131.79,WRONG,0.0380%
2025-12-14 19:01:52,PEPEUSDT,4.31e-06,BUY,ReMem-Only,UP,4.31e-06,WRONG,0.0000%
2025-12-14 19:02:53,BTCUSDT,89801.95,HOLD,ReMem-Only,FLAT,89846.14,NEUTRAL,0.0492%
2025-12-14 19:02:53,ETHUSDT,3106.32,HOLD,ReMem-Only,FLAT,3109.09,NEUTRAL,0.0892%
2025-12-14 19:02:53,BNBUSDT,892.89,HOLD,ReMem-Only,FLAT,892.89,NEUTRAL,0.0000%
2025-12-14 19:02:53,SOLUSDT,131.79,BUY,ReMem-Only,UP,131.91,CORRECT,0.0911%
2025-12-14 19:02:53,PEPEUSDT,4.31e-06,HOLD,ReMem-Only,FLAT,4.31e-06,NEUTRAL,0.0000%
2025-12-14 19:03:53,BTCUSDT,89846.14,BUY,ReMem-Only,UP,89660.1,WRONG,-0.2071%
2025-12-14 19:03:53,ETHUSDT,3109.09,BUY,ReMem-Only,UP,3100.16,WRONG,-0.2872%
2025-12-14 19:03:53,BNBUSDT,892.89,BUY,ReMem-Only,UP,891.7,WRONG,-0.1333%
2025-12-14 19:03:53,SOLUSDT,131.89,BUY,ReMem-Only,UP,131.5,WRONG,-0.2957%
2025-12-14 19:03:53,PEPEUSDT,4.31e-06,SELL,ReMem-Only,DOWN,4.31e-06,WRONG,0.0000%
2025-12-14 19:04:54,BTCUSDT,89660.1,SELL,ReMem-Only,DOWN,89691.99,WRONG,0.0356%
2025-12-14 19:04:54,ETHUSDT,3100.16,SELL,ReMem-Only,DOWN,3102.69,WRONG,0.0816%
2025-12-14 19:04:54,BNBUSDT,891.7,HOLD,ReMem-Only,FLAT,892.26,NEUTRAL,0.0628%
2025-12-14 19:04:54,SOLUSDT,131.5,HOLD,ReMem-Only,FLAT,131.71,NEUTRAL,0.1597%
2025-12-14 19:04:54,PEPEUSDT,4.31e-06,SELL,ReMem-Only,DOWN,4.31e-06,WRONG,0.0000%
2025-12-14 19:05:55,BTCUSDT,89692.0,BUY,ReMem-Only,UP,89728.99,CORRECT,0.0412%
2025-12-14 19:05:55,ETHUSDT,3102.69,BUY,ReMem-Only,UP,3104.14,CORRECT,0.0467%
2025-12-14 19:05:55,BNBUSDT,892.26,BUY,ReMem-Only,UP,892.46,CORRECT,0.0224%
2025-12-14 19:05:55,SOLUSDT,131.71,SELL,ReMem-Only,DOWN,131.78,WRONG,0.0531%
2025-12-14 19:05:55,PEPEUSDT,4.31e-06,BUY,ReMem-Only,UP,4.31e-06,WRONG,0.0000%
2025-12-14 19:06:57,BTCUSDT,89728.98,HOLD,ReMem-Only,FLAT,89721.35,NEUTRAL,-0.0085%
2025-12-14 19:06:57,ETHUSDT,3104.14,SELL,ReMem-Only,DOWN,3103.0,CORRECT,-0.0367%
2025-12-14 19:06:57,BNBUSDT,892.46,BUY,ReMem-Only,UP,892.45,WRONG,-0.0011%
2025-12-14 19:06:57,SOLUSDT,131.78,BUY,ReMem-Only,UP,131.72,WRONG,-0.0455%
2025-12-14 19:06:57,PEPEUSDT,4.31e-06,BUY,ReMem-Only,UP,4.31e-06,WRONG,0.0000%
2025-12-14 19:07:58,BTCUSDT,89721.35,HOLD,ReMem-Only,FLAT,89714.21,NEUTRAL,-0.0080%
2025-12-14 19:07:58,ETHUSDT,3103.0,SELL,ReMem-Only,DOWN,3103.67,WRONG,0.0216%
2025-12-14 19:07:58,BNBUSDT,892.45,BUY,ReMem-Only,UP,892.65,CORRECT,0.0224%
2025-12-14 19:07:58,SOLUSDT,131.72,SELL,ReMem-Only,DOWN,131.76,WRONG,0.0304%
2025-12-14 19:07:58,PEPEUSDT,4.31e-06,SELL,ReMem-Only,DOWN,4.3e-06,CORRECT,-0.2320%
